essay,domain1_score,cleaned_essay
" Laughter is an important part of my life, either my friends are making me laugh or i am making them laugh. One prime example is on the @DATE1 me @PERSON1 three of my closest buddy's went hunting. That trip was the bast @PERSON1 worst hunting experience of my life. it was the worst because we shot @PERSON1 missed at two bears @PERSON1 one of the biggest bucks of my life. But it was the best because we all reached that tired state when every little thing was funny. The trip turned out to be a failure but the most important thing was that we had a blast, @CAPS1 teen age boys ridding around in a pick up truck making each other laugh. Another example was one @DATE1 this @DATE2 me @PERSON1 two boat loads of my friends went trip to a nearby fishing hole called @ORGANIZATION1@NUM1 is a small quiet @ORGANIZATION1 that not very many people go to, it is very peaceful. I brought out my fifteen foot duck/fishing boat @PERSON1 my ten foot canoe. I was controlling the big boat the only boat with a motor @PERSON1 towing behind us was the canoe. Inside the canoe was @PERSON1, two kids that don't mean to be funny but you cant help but to laugh at them. We were having a good @DATE1 of fishing @PERSON1 it was starting to wrap up. On our way back we stopped to fix a pole @PERSON1 the slack in the rope that was pulling the canoe became slack. When we started to move again the slacked tightened @PERSON1 the canoe lurched forward unbeknown to @PERSON1, who was standing up at the time. caused him to almost fall out. @PERSON1 when i mean almost i mean the only thing left in the boat was his feet @PERSON1 his hands which were holding on to the side rail. The only part that was in the water was his butt. This turned out to be the high light of the trip @PERSON1 we still bring it up from time to time. My friends @PERSON1 i have a lot of adventures most of them turn out bad but, all of them turn out funny.",30,laughter important life friend make laugh make laugh prime example date1 person1 close buddys go hunt trip bast person1 bad hunting experience life bad shoot person1 miss bear person1 big buck life good reach tired state little thing funny trip turn failure important thing blast caps1 teen age boy rid pick truck make laugh example date1 date2 person1 boat load friend go trip nearby fishing hole call organization1num1 small quiet organization1 people peaceful bring foot duckfishing boat person1 foot canoe control big boat boat motor person1 tow canoe inside canoe person1 kid not mean funny not help laugh have good date1 fishing person1 start wrap way stop fix pole person1 slack rope pull canoe slack start slacked tighten person1 canoe lurch forward unbeknown person1 stand time cause fall person1 mean mean thing leave boat foot person1 hand hold rail water butt turn high light trip person1 bring time time friend person1 lot adventure turn bad turn funny
"  When we all get together on my dad side, we just all sit, laugh, and talk loud. I all ways say that we are one big fake @CAPS1 family. All the aunts, uncles, and cousin come around my grandma's small kitchen table and talk. There is so many conversation going on and people talking loud and laughing, that to me it make feel like a home away from home. This was the case when some of us got together for a late birthday party for me, when I was in @LOCATION1 @DATE2.   It was @DATE1, my grandma, uncle, aunt, dad, my two cousin, and I; were sitting around the kitchen table eating cake and talking. We were talking about a problem that I was having. Some how my dad deiced to pretend like we were in court. My aunt said to @PERSON2 to go and get a wig for the judge, which was my uncle. @PERSON2 brought back this blond wig and she puts it on my dad's head, he looked so funny. Aunt @PERSON3 was fixing the front of the wig for him. I grab his phone and start taking a bunch of pictures of him in the wig. I send one to my mom saying, ""@CAPS2 mom dad is pretty."" We were all laughing so hard. Then my grandma deices to put on the wig. Grandma keep saying that it was itchy and tickling her. After she took off the wig, she stared to tell us a story about the time when my grandpa pocked her in the left side of her rump with a compass. She first set up the story for us, by telling us who the teacher was. It was a funny @DATE2 name that I don't remember. Uncle @CAPS3 was doing an impression of what he thought the teacher would be like. His impression was like the old bank owner on @PERSON1. We all stared to laugh really hard. When my grandma finally got to the main part of the story, he was so mad at her, because she wrote his name down for talking in class and he also liked her. So he took a compass and poked her in the rump. For some reason my dad and uncle thought it was so funny that they made her say it over and over again in a rime. She couldn't say rump with out laughing. We all stared to laugh really hard because she couldn't say rump. Grandma was laughing so hard she would fall back into her chair and I though she was going to die of over laughter. The laughing got so bad we were starting to cry of laughing so much.  As you can see, my dad side really like to laugh and be funny.We are a great big fake @CAPS1 family. I believe that laughter is a very important part in any relationship you have with any one you meet. One of my favorite things to do is laugh and I will most likely laugh at anything some one says. When my dad and his younger brother get together prepare to laugh really, really hard.",39,dad sit laugh talk loud way big fake caps1 family aunt uncle cousin come grandmas small kitchen table talk conversation go people talk loud laugh feel like home away home case get late birthday party location1 date2 date1 grandma uncle aunt dad cousin sit kitchen table eat cake talk talk problem have dad deice pretend like court aunt say person2 wig judge uncle person2 bring blond wig put dad head look funny aunt person3 fix wig grab phone start take bunch picture wig send mom say caps2 mom dad pretty laugh hard grandma deice wig grandma say itchy tickle take wig stare tell story time grandpa pock left rump compass set story tell teacher funny date2 not remember uncle caps3 impression think teacher like impression like old bank owner person1 stare laugh hard grandma finally get main story mad write talk class like take compass poke rump reason dad uncle think funny rime not rump laugh stare laugh hard not rump grandma laugh hard fall chair go die laughter laughing get bad start cry laugh dad like laugh funnywe great big fake caps1 family believe laughter important relationship meet favorite thing laugh likely laugh say dad young brother prepare laugh hard
" Do you ever have those weekends when you hang out your best friend and just spend the whole time laughing? Many people don't get the chance to have a day filled with laughter because they don't have people to laugh with. In my case I am always laughing and always surrounded with people that never stop laughing. My best friend is one of the funniest people I know. I could be in the worst of moods and @CAPS14 always knows how to put a smile on my face. @ORGANIZATION1 and I hang out all the time. Every time we @CAPS11 together we @CAPS11 constantly laughing to the point to where we cant breathe. One day we were both just having a rough day. All the drama with friends and boyfriends was putting so much weight on our shoulders. I was sitting at home on the couch when I get a phone call from @ORGANIZATION1. ""@CAPS1 @CAPS11 you doing today?"" @ORGANIZATION1 asked. ""@CAPS2 just sitting at home watching movies. You?"" I replied ""@CAPS3 i am having a bad day, would you wanna come over or something?"" @ORGANIZATION1 said in an upset tone. ""@CAPS4. Hold on, let me ask."" I said as I was running to my parents room. My parents of course said yes. About an hour later I got picked up by @CAPS5 dad. When I got in the car I could just tell by the way @CAPS14 looked that @CAPS14 was having a bad day and just needed to have some fun. When we got back to her house we went in her room and started talking. About five minutes after the conversation had started we were both crying like babies because of the problems that were going on. we weren't only crying because of sad things. There was a point in the conversation where we were laughing so hard that we started to cry again. @ORGANIZATION1 and I could sit there for hours and laugh to the point where there was no stopping us. @CAPS3 that day was the day. @CAPS5 dad walked in the room because of all the noise. ""@CAPS1 is going on in here?"" @CAPS7 asked with a stern voice. ""@CAPS8 dad."" We said still laughing. ""@CAPS9 then."" @CAPS7 replied with a really confused face walking out of the room. Closing the door behind him. That made us laugh even harder. We were laughing so hard that @ORGANIZATION1 fell off of her bed. ""@CAPS11 you @CAPS9!"" I tried asking but it didn't really come out because I was laughing so hard. All @ORGANIZATION1 could do was roll on the floor laughing. @CAPS13 you knew @ORGANIZATION1 you would know that once @CAPS14 gets going @CAPS14 thinks that everything in the universe is funny, literally. The rest of the night we just sat on her bed and talked about everything. Stuff that either happened two years ago or just happened that week. I remember her telling me a story about when @CAPS14 lived somewhere else and it was seriously the funniest story i have ever heard. I've been best friends with her for three years now and I never get sick of her. Some people that hang out with @ORGANIZATION1 and I don't really understand why half the stuff we say is funny. A few months ago we were hanging out with some friends and all of the sudden @ORGANIZATION1 screamed, ""@CAPS12 on my finger!"" @CAPS13 you were to just hear that from someone you would @CAPS2 be disgusted but when @CAPS14 screamed that I started laughing so hard my stomach hurt. One time when we were sitting in her room @CAPS14 wanted to paint my nails and @CAPS14 picked this ugly brownish gold color. @CAPS14 started to paint my nails. ""@ORGANIZATION1 it looks like i have @CAPS12 on my finger!"" I said in a loud voice. ""I think it looks very nice."" @CAPS14 replied with this certain smile on her face. Ever since that night @CAPS12 on my finger has always been our inside joke. @ORGANIZATION1 and I have the funnest times together. Times that you can only have with a best friend. The hours we spend just sitting there laughing over the simplest things you couldn't do with anyone else. I am so thankful to have someone that I can share all this laughter with. Remember, you @CAPS11 lucky that you have people that can make you laugh. Like I said not everyone has that person in there life.",37,weekend hang good friend spend time laugh people not chance day fill laughter not people laugh case laugh surround people stop laugh good friend funniest people know bad mood caps14 know smile face organization1 hang time time caps11 caps11 constantly laugh point not breathe day have rough day drama friend boyfriend put weight shoulder sit home couch phone organization1 caps1 caps11 today organization1 ask caps2 sit home watch movie reply caps3 have bad day wanna come organization1 say upset tone caps4 hold let ask say run parent room parent course say yes hour later got pick caps5 dad get car tell way caps14 look caps14 have bad day need fun get house go room start talk minute conversation start cry like baby problem go not cry sad thing point conversation laugh hard start cry organization1 sit hour laugh point stop caps3 day day caps5 dad walk room noise caps1 go caps7 ask stern voice caps8 dad say laugh caps9 caps7 reply confused face walk room close door laugh hard laugh hard organization1 fall bed caps11 caps9 try ask not come laugh hard organization1 roll floor laugh caps13 know organization1 know caps14 get go caps14 think universe funny literally rest night sit bed talk stuff happen year ago happen week remember tell story caps14 live seriously funniest story hear ve good friend year sick people hang organization1 not understand half stuff funny month ago hang friend sudden organization1 scream caps12 finger caps13 hear caps2 disgust caps14 scream start laugh hard stomach hurt time sit room caps14 want paint nail caps14 pick ugly brownish gold color caps14 start paint nail organization1 look like caps12 finger say loud voice think look nice caps14 reply certain smile face night caps12 finger inside joke organization1 funn time time good friend hour spend sit laugh simple thing not thankful share laughter remember caps11 lucky people laugh like say person life
"My relationship with laughter.  Well the first time I came face to face with laughter was when I met my boyfriend for the first time. Before I met him I was depressed all the time and my friends couldn't stand it anymore. But when my friends introduced me to him I fell in love for the first time I was happy for once not depressed and all alone in a corner crying all the time. When that happened for the first time in almost a year I smiled I didn't smile until the day I met him. That's when my friends knew that i found someone to take care of me and love me for who I am.  Later in the relationship is where laughter came into play I was laughing all the time when I was around him and not upset all the time. That's when we started hanging out but, it took all of our friends to us to hang out. After we stated to hang out we got to know each other better then we did for the beginning when we first met. It took until freshmen year for us to start dating. That is when I found out I suppose ably dating someone else and not him I didn't believe it at first until that guy came up to me and started yelling.   He came up to me and comforted me in front of my friends and said ""@CAPS1 are @CAPS3 cheating on me and it's over?"" with a guy @CAPS3 just met. Then he tried telling me it was over and I told him ""We were never dating in the first place!"". My friends walked up to me and saw me in tears and asked me whats wrong and tried to find me someone new. By the time @CAPS4 did I was with another guy and I'm happy with him and nothing can change that he will always be there for me and no matter what happens between us. He is the best thing that has ever happened to me and he makes me laugh when I'm upset or mad he says ""don't worry everything will be okay I promise so just believe in me.""  Laughter has been in this relationship for almost a year now so we don't plan to change that unless one of us messes up again we have messed up so many time that we don't know what to do anymore. If it leaves now I don't know what I'm going to do it's apart of my life and the relationship now lets see if we can keep it together with out messing up this time around. This part of my relationship is the best and it wont change at least I hope that it wont because it would make me go back to living in fear of my step dad I'm glade that I found someone. I hope that it doesn't change because laughter is what comes with him and when I'm around him he makes me laugh and no one has ever been able to make me laugh when I was crying not even my friends and family. Now that laughter is here almost all the time I can't wait until the day that sorrow goes out the window. So now that me and him are together and happy and hopefully nothing goes bad between us because of how much we love each other and I'm not my bubbly self when he's not around. Six to @CAPS2 of my friends say "" @CAPS3 are losing your bubbly self don't let her disappear on @CAPS3 she is there to guide @CAPS3 down the road."" @CAPS4 also told my dad that I don't really hang out with them anymore and the reason @CAPS1 I don't is because @CAPS4 can be bossy and @CAPS4 tell me what I can and can't do. @CAPS1 can't people just understand that this relationship isn't going to work if @CAPS4 keep getting in the middle of it @CAPS4 all think that my life revolves around them and it doesn't. My relationship with laughter has nothing to do with my friends and family it has to do with my boyfriend and me and that's @CAPS1 I told @CAPS3 about my relationship with laughter. Lets just say my relationship with laughter will always be here and nothing will change it not even my parents or his parents we can promise @CAPS3 that much. @CAPS1 can't this relationship just have a happy ending to it with out anyone or anything trying to get in the middle of it? I just wish that there was a world @CAPS3 could just run away to with out anyone knowing where it's at in the world. Well just to say nothing can make this relationship ever go bad unless we start to fight again with each other I hope that nothing will tear us apart and if it does who knows what will happen.",30,relationship laughter time come face face laughter meet boyfriend time meet depress time friend not stand anymore friend introduce fall love time happy depressed corner cry time happen time year smile not smile day meet friend know find care love later relationship laughter come play laugh time upset time start hang take friend hang state hang get know well beginning meet take freshman year start date find suppose ably date not believe guy come start yell come comfort friend say caps1 caps3 cheat guy caps3 meet try tell tell date place friend walk see tear ask wrong try find new time caps4 guy happy change matter happen good thing happen make laugh upset mad say not worry okay promise believe laughter relationship year not plan change mess mess time not know anymore leave not know go apart life relationship lets mess time relationship good will not change hope will not live fear step dad glade find hope not change laughter come make laugh able laugh cry friend family laughter time not wait day sorrow go window happy hopefully go bad love bubbly self caps2 friend caps3 lose bubbly self not let disappear caps3 guide caps3 road caps4 tell dad not hang anymore reason caps1 not caps4 bossy caps4 tell not caps1 not people understand relationship not go work caps4 get middle caps4 think life revolve not relationship laughter friend family boyfriend caps1 tell caps3 relationship laughter let relationship laughter change parent parent promise caps3 caps1 not relationship happy ending try middle wish world caps3 run away know world relationship bad start fight hope tear apart know happen
"Laughter: A @CAPS1 @CAPS2 @CAPS3 of the variety of emotions expressed by humans, there are emotions that represent different qualities. While furrowed brows @MONTH1 be associated with displeasure, anger, or even confusion, laughter is an action connotative to mainly one emotion - happiness. Although emotions are relative aspects of human nature, actions such as laughter exist to transcribe an emotion like happiness into physiological expressions that humans are able to understand. Due to this unique quality as an action, laughter is often a key element in developing relationships. Over the years, I have found that laughter is crucial because of three various reasons - laughter does not separate, it is an ability that all members of the human race have in common, and additionally, it brings down personal barriers. In many aspects, ""Laughter is the shortest distance between two people""; instances of laughter are @CAPS1 anecdotes. Unlike sentiments such as jealousy, fury, or sorrow, happiness is an emotion that tends not to separate. While jealousy, fury, and sorrow can cause such discontentment between people to the point of physically and emotionally driving them apart from each other, happiness does no such thing. Happiness is conducive to laughter, and because of this, laughter congregates people together, rather than dispelling them apart.  In addition to its compelling nature, laughter is also a @CAPS1 action. In a general view, laughter gives humans another point at which they are equal; the ability to laugh is one quality humans share. Even infants, in their states of vulnerable dependency, are able to emit laughter. Laughter is also able to establish starting points for new relationships, because sharing a laugh is akin to establishing commonalities between people. Whether the commonality be a sense of humor, similar experiences, or a surprise, sharing a laugh automatically institutes a link between two or more people. Additionally, while laughter can begin new relationships, it can also solidify them. Often, as laughter is shared through common experiences, having common experiences to laugh about symbolizes a relationship between people in itself. Since laughter is mainly about relationships and interactions between people, it is also about building trust. Establishing connections between one person and another, regardless of how weak the connection might be, requires some form of trust. Laughter is often able to bring down emotional barriers because it requires a sense of kinship and camaraderie. Through laughter, we as humans are able to bring down notions of suspicion or anxiety. As stated before, laughter establishes commonalities and therefore is an activity that exudes a sense of trust and reliability. This razing of emotional barriers is another way in which laughter is able to bring people closer together.  Laughter is a @CAPS1 action that ""personifies"" how similar members of the human race are. It is astounding how man is able to discern qualities such as reliability and trustworthiness simply through the complex, yet basic, act of sharing a laugh. Through laughter, people are subconsciously able to make emotional connections with their fellow human entities and in doing so, are able to take interaction to an emotional level. Laughter is the true story behind human relationships worldwide. Not only is laughter the @CAPS1 language, laughter's intimate nature renders it the shortest distance between two people.",35,laughter caps1 caps2 caps3 variety emotion express human emotion represent different quality furrow brow month1 associate displeasure anger confusion laughter action connotative mainly emotion happiness emotion relative aspect human nature action laughter exist transcribe emotion like happiness physiological expression human able understand unique quality action laughter key element develop relationship year find laughter crucial reason laughter separate ability member human race common additionally bring personal barrier aspect laughter short distance people instance laughter caps1 anecdote unlike sentiment jealousy fury sorrow happiness emotion tend separate jealousy fury sorrow cause discontentment people point physically emotionally drive apart happiness thing happiness conducive laughter laughter congregate people dispel apart addition compelling nature laughter caps1 action general view laughter give human point equal ability laugh quality human share infant state vulnerable dependency able emit laughter laughter able establish start point new relationship share laugh akin establish commonality people commonality sense humor similar experience surprise share laugh automatically institutes link people additionally laughter begin new relationship solidify laughter share common experience have common experience laugh symbolize relationship people laughter mainly relationship interaction people build trust establish connection person regardless weak connection require form trust laughter able bring emotional barrier require sense kinship camaraderie laughter human able bring notion suspicion anxiety state laughter establishe commonality activity exude sense trust reliability raze emotional barrier way laughter able bring people close laughter caps1 action personify similar member human race astounding man able discern quality reliability trustworthiness simply complex basic act share laugh laughter people subconsciously able emotional connection fellow human entity able interaction emotional level laughter true story human relationship worldwide laughter caps1 language laughter intimate nature render short distance people
" There was this time during @CAPS1 vacation, and their was a lot of snow o n the ground. My cousin @CAPS2, brother @CAPS3 and I were all getting together and going to go out to my grandparents. My brother @CAPS3 lives in @LOCATION2 and my cousin @CAPS2, and I live here in @LOCATION1. So it wasn't that hard trying to get us cousins all together. We were all getting together to go out to my grandparents and go snowmobiling together and stay the night out their for a couple of nights. When all got together, and were starting to go out there it was getting to late to go snowmobiling. We were all very kind of sad but it was okay. We just watched movies off direct @LOCATION3, and waited for the morning to come. Once morning came of course it was way to cold to go out right when we woke up. So we made a big breakfast and after breakfast we all got ready and than sat around until it was warmer to go outside. Finally it was the afternoon! We all got dressed into warm clothes to go out an go snowmobiling. We all went outside and my grandpa had one of the snowmobiles ready for us and behind it was the hood of a truck so he could pull us from behind with it. My grandpa was driving the snowmobile and us kids were in the back. My grandma only went one once with us and than she got off because my grandpa was going way to crazy n we were all getting hit by each other when he was driving. Then once us kids were the only ones on the hood by grandpa was starting to go really fast! I was the only one who was covered in snow, and i looked like a snowman. It was so funny! My grandpa went running inside to get my grandpas camera so she could take some pictures. It took her awhile to take them though because she is not that good or fast at taking pictures. Then when she was done we went back to snowmobiling for the rest of the day. After we got all done for the day I than really looked like a snowman. It was a fun day, and very funny how I looked as a snowman, but afterwords I got really cold. We went inside and I went right in front of the heater to warm up while my grandma was making hot chocolate for all of us.",30,time caps1 vacation lot snow ground cousin caps2 brother caps3 get go grandparent brother caps3 live location2 cousin caps2 live location1 not hard try cousin get grandparent snowmobile stay night couple night get start get late snowmobile kind sad okay watch movie direct location3 wait morning come morning come course way cold right wake big breakfast breakfast get ready sit warm outside finally afternoon got dress warm clothe snowmobile go outside grandpa snowmobile ready hood truck pull grandpa drive snowmobile kid grandma go get grandpa go way crazy getting hit drive kid one hood grandpa start fast cover snow look like snowman funny grandpa go run inside grandpas camera picture take awhile good fast take picture go snowmobiling rest day got day look like snowman fun day funny look snowman afterword get cold go inside go right heater warm grandma make hot chocolate
"  Middle school was a challenging environment. Not only are kids subjected to a rapid advancement in the academic environment, but a maturing social environment as well. The rapidly growing need for social dominance and in turn inflating egos makes for a bully breeding ground. Without the skill to be able to laugh it off, I would fear for anyone's mental well being in that environment.  Throughout my first @NUM1 years in middle school, I struggled with the building social discomfort of classmates higher in the social chain, making for a severe toll @CAPS1 not only my self-esteem, but my academics as well. The stress of my own social stature plummeted my grades continuing a cycle resulting in even more stress. The whole situation seemed hopeless and depressing. I could not believe that in only a little over a decade of life, my outlook had become so grim. I wondered how I would make it through the rest my school years.  Everyday I had the pleasure of hearing any number of new insults made up by those higher in the social ladder, attempting to supplement their growing self-esteem and inflating egos; @CAPS1 some days even those who I previously believed to be my friends joined in with them. Except for a few trusted companions, it seemed the whole world was out to further themselves by bashing me with any number of new insults.  Being made fun of daily had continued until I realized something; That laughter is key in social survival. Without laughter there was no way I could have survived those school years. After this revelation I was able to laugh at things said to me and laugh at myself as well. I was able to take the the cacophony and learn with it, taking it as critique to better myself. Through laughter and their jarring remarks I was able to secure my position in the social scheme as well as improve my intelligence, as well as make new, better friends and come to peace with others, while maintaining the the hurt I experienced earlier to be ""popular"" without having to make fun out of those who were like who I used to be; @CAPS2 a win-win scenario.  Laughter is key in any situation, whether it be a conversation with a friend, or experiencing the penned up frustrations of immature adolescents. From laughter I learned a great lesson, one that I hope everyone has not learned should. Without the lesson of laughter, I don't know how anyone could lead a successful and pleasurable life. ",40,middle school challenging environment kid subject rapid advancement academic environment mature social environment rapidly grow need social dominance turn inflate egos make bully breeding ground skill able laugh fear anyone mental environment num1 year middle school struggle building social discomfort classmate higher social chain make severe toll caps1 selfesteem academic stress social stature plummet grade continue cycle result stress situation hopeless depress believe little decade life outlook grim wonder rest school year everyday pleasure hear number new insult high social ladder attempt supplement grow selfesteem inflate ego caps1 day previously believe friend join trust companion world bash number new insult fun daily continue realize laughter key social survival laughter way survive school year revelation able laugh thing say laugh able cacophony learn take critique well laughter jarring remark able secure position social scheme improve intelligence new well friend come peace maintain hurt experience early popular have fun like caps2 winwin scenario laughter key situation conversation friend experience pen frustration immature adolescent laughter learn great lesson hope learn lesson laughter not know lead successful pleasurable life
"@PERSON1 In a mother and daughter relationship @CAPS2 need laughter. It's so important to have that connection with someone that is so important and close to @CAPS2. Just in general @CAPS2 need laughter, it shows how @CAPS2 express yourself and it brings out your character.  This one laughing experience, it was the @DATE1 of my eighth grade year, so I was @NUM1 or @NUM2. My family and family friends went on a camping trip. So the day before we were suppose to leave, my mother, brother and myself went up to set up camp. We when got to the campground, we immediately started putting everything together and organizing. It was a lot of fun but it was getting dark fast so we moved faster until it was completely finished. On our way out we noticed that we forgot something in the truck so my mom stopped the truck and looked at me and asked, @CAPS1 @CAPS2 want to drive right now?"". Of course I didn't think twice. I jumped out of the truck and ran to other side. All sorts of excitement was going through my body. When I got to the other side I hopped right onto the driver seat, with the biggest smile on my face. My mom was giving me all the steps on before starting the truck. Examples; seat belt, steering wheel, mirrors and adjusting the seat. The family vehicle was a stick shift so I was all sorts of nervous. I had no idea on how to shift and when to exactly. I used to watch my mom and step dad when they shifted and when, I would make humming noises but that obviously didn't help me any. The first thing I had to @CAPS1 was to start the truck because mom turned it off before she got out. I had to put the clutch in all the way and make sure it was in neutral. So I started that thing up, thinking to myself on how cool I probably look right now, the average @NUM1 year old ego. The going part was the worst! I probably killed the truck about @NUM4 times before the tires actually went at a constant speed that they should be going at. My mom said, ""The fifteenth time is a charm"". She probably thought she was being funny but trust me it was not a funny moment. I gave a nervous laugh right back at her, which probably didn't make me feel any better. So I started the truck once again and go to moving. I wasn't going very fast, more like the speed of a turtle but that was alright with me because I had no idea what was going on. The truck was going too slow to go anywhere, so I pushed in the gas a little bit harder. Coming around the bin, going about roughly @NUM4 miles per hour, still at a slow pace as before. The camp ground was only about @NUM6 to @NUM7 miles away. Which seemed like it was taking forever!  We were coming up to the campground. I could tell because we had a sign that said @PERSON1 with a arrow pointing left. So I took that left and saw all of our stuff. There was a river on the back side of where of our camp was and trees were circling all around us. So it was an enclosed area, except for one side. Where @CAPS2 could see to the other side of the river and there were other people camping on the other side. Which was kind of nice because they had kids my age. My mom pointed and told me to go over by the tent and park. For an inexperience driver I got anxious and put my foot onto the gas instead of the break so that @NUM4 m.p.h went up to about @NUM9 in the matter of seconds. We were going so fast that I couldn't really react to what was going on. All I could hear was my brother in the back seat yelling like when a little girl finds a spider. My mom grabbed onto the steering wheel as fast as she could because we were heading right towards the river and was about to make a quick visit to the people across the way. Instead of going that direction we went into a pick-nick table and pushed that right into another one and landed right onto a third table. We were at least @NUM10 feet off the ground onto the pile of broken tables. I had a adrenaline rush and I'm pretty sure the passengers did too.  We all got out of the truck and literally stopped and starred at the situation for a good @NUM11 minutes before we started busting up laughing. We all looked over across the river and saw their entire family just starring and laughing at us. My mom looked at them for a few seconds and then looked at us and said, ""@CAPS2 all can come over later for a fire!""""",40,person1 mother daughter relationship caps2 need laughter important connection important close caps2 general caps2 need laughter show caps2 express bring character laugh experience date1 eighth grade year num1 num2 family family friend go camping trip day suppose leave mother brother go set camp get campground immediately start put organize lot fun get dark fast move fast completely finish way notice forget truck mom stop truck look ask caps1 caps2 want drive right course not think twice jump truck run sort excitement go body get hop right driver seat big smile face mom give step start truck example seat belt steer wheel mirror adjust seat family vehicle stick shift sort nervous idea shift exactly watch mom step dad shift hum noise obviously not help thing caps1 start truck mom turn get clutch way sure neutral start thing think cool probably look right average num1 year old ego go bad probably kill truck num4 time tire actually go constant speed go mom say fifteenth time charm probably think funny trust funny moment give nervous laugh right probably not feel well start truck move not go fast like speed turtle alright idea go truck go slow push gas little bit hard come bin go roughly num4 mile hour slow pace camp ground num6 num7 mile away like take forever come campground tell sign say person1 arrow pointing leave take leave see stuff river camp tree circle enclose area caps2 river people camp kind nice kid age mom point tell tent park inexperience driver get anxious foot gas instead break num4 mph go num9 matter second go fast not react go hear brother seat yell like little girl find spider mom grab steering wheel fast head right river quick visit people way instead go direction go picknick table push right land right table num10 foot ground pile broken table adrenaline rush pretty sure passenger get truck literally stop star situation good num11 minute start bust laugh look river see entire family star laugh mom look second look say caps2 come later fire
" Laughter is a sign of good relationships. To some people it's a sign of personality, sign of love and also a sign showing someone that you care.  To me laughter is what makes people so unique. Everybody has a different kind of laugh. For example, when you are a baby @CAPS2 laugh is high pitched. The older you get the lower @CAPS2 laugh becomes, ""like @ORGANIZATION1 @ORGANIZATION1"". If it was not for his laugh would not be who he is. When I was a child I remember trying to laugh like just like @ORGANIZATION1 did. I would be walking around the house trying to get my laugh really @CAPS1. My family though it was the best thing ever. They would ask me to laugh like @ORGANIZATION1 @ORGANIZATION1 so they can get a laugh also.  Now today my laugh is what I wanted it to be, ""@CAPS1"". It is hard for me to laugh quietly now. I have had some people tell me things like; ""@CAPS2 laugh is what I will remember you by"" or ""@CAPS2 laugh is really something else"". I love my laugh because it is part of who I am. With out laughter you, me, or anybody else wont be they are now. Laughter is one way to show emotion. So go ahead and try different kinds of laughs. No matter what you can not change the one you were meant to have.",34,laughter sign good relationship people sign personality sign love sign show care laughter make people unique everybody different kind laugh example baby caps2 laugh high pitch old low caps2 laugh like organization1 organization1 laugh child remember try laugh like like organization1 walk house try laugh caps1 family good thing ask laugh like organization1 organization1 laugh today laugh want caps1 hard laugh quietly people tell thing like caps2 laugh remember caps2 laugh love laugh laughter anybody will not laughter way emotion ahead try different kind laugh matter change mean
"                                                   THE @CAPS1  A couple of weekends ago me and my cusin were at my grandmas house. She lives up in the woods and has a bunch of quads and motorcycles. All me and my cusin did was ride,have airsoft gun wars, and build giant forts. We planned on only staying one night but ended up staying three.   So the first night we were there we built a fort out in the woods. The fort seemed really good at the time, but the next morning we had other ideas. So the next morning we were getting ready to go outside and work on the fort. He got done before me so he went down there first. By the time I got half way down there I heard him scream and come running out of the fort. He was yelling @CAPS2 .....MICCCCEEEEE! So i figued we must have a little @CAPS2 problem and laughed to myself. So I walked in there to see for myself and sure enough there was a bunch of little @CAPS2 running around in there. That was the end of forts on the ground for us.  The next day we decided to have airsoft wars(guns that shoot little plastic bb's). We were having alot of fun shooting eachother mainly because it hurt. Like I said we were having alot of fun until I decided to try and hid up in a little tree. He found me and shot me I fell out of the tree and broke my gun. That was the end of the wars plus I almost broke my leg. I guess that was payback for laughing about the mouse thing.  After the wars ending we decided to go ride quads for a while. There are alot of trails around her house to ride on. He road a dirtbike and I rode a quad, I road a quad so I could make new trails. We made some really good trails up there. It was really muddy up there and very wet. While we were way out in the woods on a long ride I ran out of gas. So I had to walk all the way back to the house for gas then walk all the was back up there.  The last day we were up there we got up early. We wanted to go out and look for a place to build a new fort. This time we were going to make a tree fort so we didnt have to worry about critters. We spent from the time we got up till the time we went home on this awsome tree for. My granndpa has alot of wood that he dosn't use because he really to old to build anything so we never ran out of wood.                          ",40,caps1 couple weekend ago cusin grandmas house live wood bunch quad motorcycle cusin ridehave airsoft gun war build giant fort plan stay night end stay night build fort wood fort good time morning idea morning get ready outside work fort got go time get half way hear scream come run fort yell caps2 micccceeeee figue little caps2 problem laugh walk sure bunch little caps2 run end fort ground day decide airsoft warsgun shoot little plastic bbs have alot fun shoot eachother mainly hurt like say have alot fun decide try hide little tree find shoot fall tree break gun end war plus break leg guess payback laugh mouse thing war end decide ride quad alot trail house ride road dirtbike ride quad road quad new trail good trail muddy wet way wood long ride run gas walk way house gas walk day get early want look place build new fort time go tree fort not worry critter spend time get till time go home awsome tree granndpa alot wood dosnt use old build run wood
